Fecha; MSCI COLCAP ; COLSC ; COLIR ; COLEQTY ; COLTESUVRLP ; COLTESUVRCP ; COLTESUVR ; COLTESLP ; COLTESCP ; COLTES ; COLIBR 
10/10/18; 1.479,75 ; 760,17 ; 929,00 ; 989,01 ;;; 269,22 ; 283,74 ; 235,24 ; 257,30 ; 172,56 
11/10/18; 1.459,97 ; 758,88 ; 916,94 ; 977,01 ;;; 268,86 ; 282,73 ; 235,10 ; 256,61 ; 172,58 
12/10/18; 1.462,71 ; 762,69 ; 917,86 ; 977,80 ;;; 268,63 ; 282,04 ; 234,96 ; 256,13 ; 172,60 
16/10/18; 1.479,01 ; 761,47 ; 928,66 ; 988,44 ;;; 268,99 ; 282,69 ; 235,32 ; 256,66 ; 172,68 
17/10/18; 1.476,33 ; 763,13 ; 927,57 ; 987,53 ;;; 268,90 ; 283,29 ; 235,53 ; 257,11 ; 172,70 
18/10/18; 1.461,26 ; 761,10 ; 918,29 ; 977,98 ;;; 268,78 ; 282,77 ; 235,40 ; 256,74 ; 172,72 
19/10/18; 1.452,38 ; 754,98 ; 912,11 ; 971,64 ;;; 269,01 ; 283,12 ; 235,48 ; 256,99 ; 172,74 
22/10/18; 1.440,38 ; 749,30 ; 903,77 ; 962,90 ;;; 269,05 ; 283,27 ; 235,57 ; 257,11 ; 172,80 
23/10/18; 1.433,90 ; 746,36 ; 901,50 ; 960,47 ;;; 268,82 ; 282,61 ; 235,47 ; 256,66 ; 172,82 
24/10/18; 1.411,99 ; 740,11 ; 889,22 ; 947,76 ;;; 268,72 ; 282,19 ; 235,44 ; 256,38 ; 172,84 
25/10/18; 1.395,49 ; 740,51 ; 878,68 ; 935,88 ;;; 268,70 ; 281,70 ; 235,38 ; 256,05 ; 172,86 
26/10/18; 1.397,17 ; 739,81 ; 878,67 ; 935,84 ;;; 268,47 ; 281,08 ; 235,32 ; 255,63 ; 172,88 
29/10/18; 1.392,46 ; 730,44 ; 876,43 ; 933,58 ;;; 268,50 ; 281,14 ; 235,41 ; 255,70 ; 172,94 
30/10/18; 1.394,92 ; 742,72 ; 876,94 ; 934,52 ;;; 268,54 ; 280,78 ; 235,40 ; 255,47 ; 172,96 
31/10/18; 1.392,18 ; 741,16 ; 875,87 ; 932,53 ;;; 268,98 ; 281,38 ; 235,57 ; 255,91 ; 172,98 
1/11/18; 1.383,02 ; 736,15 ; 875,94 ; 932,54 ;;; 270,14 ; 282,12 ; 235,59 ; 256,40 ; 173,00 
2/11/18; 1.390,97 ; 746,52 ; 882,59 ; 939,53 ;;; 271,47 ; 281,32 ; 235,22 ; 255,77 ; 173,02 
6/11/18; 1.401,69 ; 745,55 ; 890,07 ; 947,36 ;;; 272,22 ; 281,90 ; 235,44 ; 256,21 ; 173,09 
7/11/18; 1.423,20 ; 754,96 ; 903,72 ; 961,70 ;;; 272,50 ; 283,31 ; 235,72 ; 257,21 ; 173,11 
8/11/18; 1.424,96 ; 751,62 ; 906,14 ; 964,25 ;;; 272,16 ; 283,53 ; 235,73 ; 257,36 ; 173,13 
9/11/18; 1.419,91 ; 748,71 ; 901,84 ; 959,75 ;;; 271,75 ; 282,94 ; 235,55 ; 256,92 ; 173,15 
13/11/18; 1.387,37 ; 749,36 ; 884,82 ; 941,79 ;;; 271,75 ; 283,07 ; 235,66 ; 257,04 ; 173,23 
14/11/18; 1.401,51 ; 745,77 ; 894,06 ; 951,47 ;;; 271,61 ; 283,00 ; 235,73 ; 257,01 ; 173,25 
15/11/18; 1.426,96 ; 747,95 ; 909,63 ; 967,87 ;;; 271,92 ; 283,33 ; 235,88 ; 257,27 ; 173,27 
16/11/18; 1.436,90 ; 748,07 ; 916,54 ; 975,21 ;;; 272,43 ; 284,21 ; 236,29 ; 257,98 ; 173,29 
19/11/18; 1.423,09 ; 740,58 ; 909,72 ; 968,00 ;;; 272,21 ; 284,19 ; 236,29 ; 257,96 ; 173,35 
20/11/18; 1.389,24 ; 742,10 ; 889,40 ; 946,68 ;;; 271,98 ; 283,76 ; 236,33 ; 257,69 ; 173,37 
21/11/18; 1.390,19 ; 720,91 ; 886,86 ; 943,96 ;;; 272,01 ; 284,07 ; 236,49 ; 257,94 ; 173,39 
22/11/18; 1.388,30 ; 724,35 ; 885,89 ; 942,85 ;;; 271,81 ; 285,29 ; 237,01 ; 258,90 ; 173,41 
23/11/18; 1.370,91 ; 728,49 ; 877,02 ; 933,47 ;;; 271,82 ; 284,86 ; 236,80 ; 258,55 ; 173,43 
26/11/18; 1.393,78 ; 730,53 ; 890,57 ; 947,82 ;;; 272,08 ; 284,60 ; 236,84 ; 258,40 ; 173,49 
27/11/18; 1.383,27 ; 722,79 ; 882,02 ; 938,72 ;;; 272,29 ; 284,62 ; 236,87 ; 258,42 ; 173,51 
28/11/18; 1.385,13 ; 723,65 ; 884,30 ; 941,09 ;;; 272,17 ; 283,62 ; 236,65 ; 257,70 ; 173,53 
29/11/18; 1.386,80 ; 732,48 ; 885,82 ; 942,71 ;;; 273,14 ; 285,41 ; 237,12 ; 259,01 ; 173,55 
30/11/18; 1.379,24 ; 728,09 ; 881,58 ; 938,33 ;;; 273,75 ; 286,00 ; 237,23 ; 259,43 ; 173,57 
3/12/18; 1.405,61 ; 738,59 ; 893,87 ; 951,37 ;;; 274,37 ; 286,81 ; 237,45 ; 260,02 ; 173,63 
4/12/18; 1.399,71 ; 738,06 ; 893,72 ; 951,16 ;;; 274,34 ; 287,09 ; 237,50 ; 260,22 ; 173,65 
5/12/18; 1.408,41 ; 735,47 ; 897,85 ; 955,53 ;;; 273,91 ; 287,00 ; 237,48 ; 260,16 ; 173,67 
6/12/18; 1.390,00 ; 734,18 ; 889,07 ; 946,24 ;;; 273,67 ; 286,69 ; 237,57 ; 259,99 ; 173,69 
7/12/18; 1.382,45 ; 735,99 ; 883,22 ; 940,09 ;;; 273,92 ; 287,92 ; 237,89 ; 260,89 ; 173,71 
10/12/18; 1.377,03 ; 730,28 ; 881,44 ; 938,19 ;;; 274,20 ; 287,94 ; 238,01 ; 260,94 ; 173,77 
11/12/18; 1.373,35 ; 721,49 ; 879,46 ; 936,11 ;;; 274,41 ; 288,37 ; 238,16 ; 261,26 ; 173,79 
12/12/18; 1.374,29 ; 723,12 ; 879,03 ; 935,68 ;;; 274,56 ; 288,21 ; 238,07 ; 261,13 ; 173,81 
13/12/18; 1.365,35 ; 723,66 ; 874,95 ; 931,30 ;;; 275,13 ; 288,73 ; 238,24 ; 261,52 ; 173,83 
14/12/18; 1.359,31 ; 722,78 ; 872,08 ; 928,28 ;;; 275,04 ; 288,66 ; 238,22 ; 261,46 ; 173,85 
17/12/18; 1.335,64 ; 721,55 ; 857,74 ; 913,18 ;;; 274,95 ; 288,88 ; 238,34 ; 261,64 ; 173,91 
18/12/18; 1.336,14 ; 720,48 ; 858,70 ; 914,31 ;;; 274,61 ; 289,03 ; 238,42 ; 261,77 ; 173,93 
19/12/18; 1.332,35 ; 719,68 ; 857,30 ; 912,80 ;;; 274,91 ; 289,34 ; 238,52 ; 262,00 ; 173,95 
20/12/18; 1.298,37 ; 718,55 ; 839,51 ; 893,74 ;;; 275,53 ; 290,53 ; 238,72 ; 262,83 ; 173,97 
21/12/18; 1.301,86 ; 707,41 ; 839,59 ; 893,77 ;;; 275,95 ; 290,95 ; 238,76 ; 263,12 ; 173,99 
24/12/18; 1.301,60 ; 719,04 ; 843,65 ; 898,20 ;;; 276,06 ; 291,14 ; 238,79 ; 263,26 ; 174,04 
26/12/18; 1.329,15 ; 719,04 ; 857,62 ; 912,95 ;;; 275,97 ; 291,07 ; 238,77 ; 263,20 ; 174,08 
27/12/18; 1.324,99 ; 722,03 ; 854,28 ; 909,40 ;;; 275,89 ; 291,06 ; 238,81 ; 263,21 ; 174,10 
28/12/18; 1.325,93 ; 727,53 ; 857,11 ; 912,34 ;;; 276,02 ; 291,50 ; 238,90 ; 263,52 ; 174,12 
